user_id,month,plan,monthly_price,payment_status,amount_paid,is_active
59,1,basic,9.99,paid,9.99,True
60,1,basic,9.99,paid,9.99,True
61,1,basic,9.99,paid,9.99,True
62,1,basic,9.99,paid,9.99,True
63,1,pro,19.99,paid,19.99,True
64,1,basic,9.99,paid,9.99,True
65,1,basic,9.99,paid,9.99,True
66,1,pro,19.99,paid,19.99,True
67,1,basic,9.99,paid,9.99,True
68,1,pro,19.99,paid,19.99,True
69,1,basic,9.99,paid,9.99,True
70,1,premium,29.99,paid,29.99,True
71,1,pro,19.99,paid,19.99,True
72,1,basic,9.99,paid,9.99,True
73,1,basic,9.99,paid,9.99,True
74,1,pro,19.99,paid,19.99,True
75,1,pro,19.99,paid,19.99,True
76,1,pro,19.99,paid,19.99,True
77,1,pro,19.99,paid,19.99,True
78,1,basic,9.99,paid,9.99,True
79,1,basic,9.99,paid,9.99,True
80,1,basic,9.99,paid,9.99,True
81,1,premium,29.99,paid,29.99,True
82,1,pro,19.99,paid,19.99,True
83,1,basic,9.99,paid,9.99,True
84,1,basic,9.99,paid,9.99,True
85,1,basic,9.99,paid,9.99,True
86,1,basic,9.99,paid,9.99,True
87,1,pro,19.99,paid,19.99,True
88,1,pro,19.99,paid,19.99,True
89,1,premium,29.99,paid,29.99,True
90,1,basic,9.99,paid,9.99,True
91,1,basic,9.99,paid,9.99,True
92,1,pro,19.99,paid,19.99,True
93,1,pro,19.99,paid,19.99,True
94,1,pro,19.99,paid,19.99,True
95,1,pro,19.99,paid,19.99,True
96,1,basic,9.99,paid,9.99,True
97,1,pro,19.99,paid,19.99,True
98,1,basic,9.99,paid,9.99,True
99,1,basic,9.99,paid,9.99,True
100,1,basic,9.99,paid,9.99,True
101,1,basic,9.99,paid,9.99,True
102,1,pro,19.99,paid,19.99,True
103,1,basic,9.99,paid,9.99,True
104,1,pro,19.99,paid,19.99,True
105,1,premium,29.99,paid,29.99,True
106,1,basic,9.99,paid,9.99,True
107,1,basic,9.99,paid,9.99,True
108,1,pro,19.99,paid,19.99,True
109,1,basic,9.99,paid,9.99,True
110,1,basic,9.99,paid,9.99,True
111,1,basic,9.99,paid,9.99,True
112,1,basic,9.99,paid,9.99,True
113,1,premium,29.99,paid,29.99,True
114,1,pro,19.99,paid,19.99,True
115,1,pro,19.99,paid,19.99,True
116,1,premium,29.99,paid,29.99,True
117,1,pro,19.99,paid,19.99,True
118,1,basic,9.99,paid,9.99,True
119,1,premium,29.99,paid,29.99,True
120,1,pro,19.99,paid,19.99,True
121,1,pro,19.99,paid,19.99,True
122,1,premium,29.99,paid,29.99,True
123,1,basic,9.99,paid,9.99,True
124,1,basic,9.99,paid,9.99,True
125,1,basic,9.99,paid,9.99,True
126,1,basic,9.99,paid,9.99,True
127,1,pro,19.99,paid,19.99,True
128,1,premium,29.99,paid,29.99,True
129,1,basic,9.99,paid,9.99,True
130,1,pro,19.99,paid,19.99,True
131,1,basic,9.99,paid,9.99,True
132,1,basic,9.99,paid,9.99,True
133,1,basic,9.99,paid,9.99,True
134,1,basic,9.99,paid,9.99,True
135,1,premium,29.99,paid,29.99,True
136,1,basic,9.99,paid,9.99,True
137,1,pro,19.99,paid,19.99,True
138,1,pro,19.99,paid,19.99,True
139,1,basic,9.99,paid,9.99,True
140,1,premium,29.99,paid,29.99,True
141,1,premium,29.99,paid,29.99,True
142,1,basic,9.99,paid,9.99,True
143,1,basic,9.99,paid,9.99,True
144,1,basic,9.99,paid,9.99,True
145,1,basic,9.99,paid,9.99,True
146,1,basic,9.99,paid,9.99,True
147,1,pro,19.99,paid,19.99,True
148,1,pro,19.99,paid,19.99,True
149,1,basic,9.99,paid,9.99,True
150,1,basic,9.99,paid,9.99,True
151,1,premium,29.99,paid,29.99,True
152,1,basic,9.99,paid,9.99,True
153,1,basic,9.99,paid,9.99,True
154,1,basic,9.99,paid,9.99,True
155,1,premium,29.99,paid,29.99,True
156,1,basic,9.99,paid,9.99,True
157,1,pro,19.99,paid,19.99,True
158,1,pro,19.99,paid,19.99,True
159,1,basic,9.99,paid,9.99,True
160,1,pro,19.99,paid,19.99,True
161,1,basic,9.99,paid,9.99,True
162,1,pro,19.99,paid,19.99,True
163,1,pro,19.99,paid,19.99,True
164,1,pro,19.99,paid,19.99,True
165,1,basic,9.99,paid,9.99,True
166,1,pro,19.99,paid,19.99,True
167,1,basic,9.99,paid,9.99,True
168,1,basic,9.99,paid,9.99,True
169,1,basic,9.99,paid,9.99,True
170,1,pro,19.99,paid,19.99,True
171,1,pro,19.99,paid,19.99,True
172,1,basic,9.99,paid,9.99,True
173,1,pro,19.99,paid,19.99,True
174,1,basic,9.99,paid,9.99,True
175,1,pro,19.99,paid,19.99,True
176,1,basic,9.99,paid,9.99,True
177,1,pro,19.99,paid,19.99,True
178,1,basic,9.99,paid,9.99,True
179,1,premium,29.99,paid,29.99,True
180,1,basic,9.99,paid,9.99,True
181,1,basic,9.99,paid,9.99,True
182,1,basic,9.99,paid,9.99,True
183,1,premium,29.99,paid,29.99,True
184,1,premium,29.99,paid,29.99,True
185,1,basic,9.99,paid,9.99,True
186,1,pro,19.99,paid,19.99,True
187,1,pro,19.99,paid,19.99,True
188,1,pro,19.99,paid,19.99,True
189,1,pro,19.99,paid,19.99,True
190,1,basic,9.99,paid,9.99,True
191,1,basic,9.99,paid,9.99,True
192,1,premium,29.99,paid,29.99,True
193,1,premium,29.99,paid,29.99,True
194,1,pro,19.99,paid,19.99,True
195,1,basic,9.99,paid,9.99,True
196,1,basic,9.99,paid,9.99,True
197,1,pro,19.99,paid,19.99,True
198,1,premium,29.99,paid,29.99,True
199,1,premium,29.99,paid,29.99,True
200,1,pro,19.99,paid,19.99,True
201,1,pro,19.99,paid,19.99,True
202,1,basic,9.99,paid,9.99,True
203,1,basic,9.99,paid,9.99,True
204,1,premium,29.99,paid,29.99,True
205,1,pro,19.99,paid,19.99,True
206,1,basic,9.99,paid,9.99,True
207,1,basic,9.99,paid,9.99,True
208,1,pro,19.99,paid,19.99,True
209,1,basic,9.99,paid,9.99,True
210,1,basic,9.99,paid,9.99,True
211,1,pro,19.99,paid,19.99,True
212,1,pro,19.99,paid,19.99,True
213,1,pro,19.99,paid,19.99,True
214,1,basic,9.99,paid,9.99,True
215,1,pro,19.99,paid,19.99,True
216,1,basic,9.99,paid,9.99,True
217,1,basic,9.99,paid,9.99,True
218,1,pro,19.99,paid,19.99,True
219,1,pro,19.99,paid,19.99,True
220,1,pro,19.99,paid,19.99,True
221,1,pro,19.99,paid,19.99,True
222,1,pro,19.99,paid,19.99,True
223,1,basic,9.99,paid,9.99,True
224,1,basic,9.99,paid,9.99,True
225,1,basic,9.99,paid,9.99,True
226,1,basic,9.99,paid,9.99,True
227,1,premium,29.99,paid,29.99,True
228,1,basic,9.99,paid,9.99,True
229,1,premium,29.99,paid,29.99,True
230,1,pro,19.99,paid,19.99,True
231,1,pro,19.99,paid,19.99,True
232,1,pro,19.99,paid,19.99,True
233,1,pro,19.99,paid,19.99,True
234,1,basic,9.99,paid,9.99,True
235,1,basic,9.99,paid,9.99,True
236,1,pro,19.99,paid,19.99,True
237,1,basic,9.99,paid,9.99,True
238,1,basic,9.99,paid,9.99,True
239,1,pro,19.99,paid,19.99,True
240,1,basic,9.99,paid,9.99,True
241,1,premium,29.99,paid,29.99,True
242,1,premium,29.99,paid,29.99,True
243,1,premium,29.99,paid,29.99,True
244,1,basic,9.99,paid,9.99,True
245,1,basic,9.99,paid,9.99,True
246,1,premium,29.99,paid,29.99,True
247,1,basic,9.99,paid,9.99,True
248,1,premium,29.99,paid,29.99,True
249,1,premium,29.99,paid,29.99,True
250,1,premium,29.99,paid,29.99,True
251,1,basic,9.99,paid,9.99,True
252,1,basic,9.99,paid,9.99,True
253,1,premium,29.99,paid,29.99,True
254,1,basic,9.99,paid,9.99,True
255,1,basic,9.99,paid,9.99,True
256,1,pro,19.99,paid,19.99,True
257,1,premium,29.99,paid,29.99,True
258,1,pro,19.99,paid,19.99,True
259,1,pro,19.99,paid,19.99,True
260,1,basic,9.99,paid,9.99,True
261,1,pro,19.99,paid,19.99,True
262,1,premium,29.99,paid,29.99,True
263,1,basic,9.99,paid,9.99,True
264,1,pro,19.99,paid,19.99,True
265,1,premium,29.99,paid,29.99,True
266,1,pro,19.99,paid,19.99,True
267,1,pro,19.99,paid,19.99,True
268,1,pro,19.99,paid,19.99,True
269,1,basic,9.99,paid,9.99,True
270,1,basic,9.99,paid,9.99,True
271,1,pro,19.99,paid,19.99,True
272,1,pro,19.99,paid,19.99,True
273,1,premium,29.99,paid,29.99,True
274,1,premium,29.99,paid,29.99,True
275,1,pro,19.99,paid,19.99,True
276,1,pro,19.99,paid,19.99,True
277,1,pro,19.99,paid,19.99,True
278,1,pro,19.99,paid,19.99,True
279,1,pro,19.99,paid,19.99,True
280,1,pro,19.99,paid,19.99,True
281,1,premium,29.99,paid,29.99,True
282,1,basic,9.99,paid,9.99,True
283,1,basic,9.99,paid,9.99,True
284,1,basic,9.99,paid,9.99,True
285,1,pro,19.99,paid,19.99,True
286,1,basic,9.99,paid,9.99,True
287,1,basic,9.99,paid,9.99,True
288,1,pro,19.99,paid,19.99,True
289,1,basic,9.99,paid,9.99,True
290,1,pro,19.99,paid,19.99,True
291,1,basic,9.99,paid,9.99,True
292,1,basic,9.99,paid,9.99,True
293,1,pro,19.99,paid,19.99,True
294,1,basic,9.99,paid,9.99,True
295,1,basic,9.99,paid,9.99,True
296,1,pro,19.99,paid,19.99,True
297,1,pro,19.99,paid,19.99,True
298,1,basic,9.99,paid,9.99,True
299,1,pro,19.99,paid,19.99,True
300,1,basic,9.99,paid,9.99,True
301,1,basic,9.99,paid,9.99,True
302,1,pro,19.99,paid,19.99,True
303,1,pro,19.99,paid,19.99,True
304,1,pro,19.99,paid,19.99,True
305,1,pro,19.99,paid,19.99,True
306,1,premium,29.99,paid,29.99,True
307,1,pro,19.99,paid,19.99,True
308,1,basic,9.99,paid,9.99,True
309,1,pro,19.99,paid,19.99,True
310,1,basic,9.99,paid,9.99,True
311,1,basic,9.99,paid,9.99,True
312,1,basic,9.99,paid,9.99,True
313,1,basic,9.99,paid,9.99,True
314,1,premium,29.99,paid,29.99,True
315,1,pro,19.99,paid,19.99,True
316,1,pro,19.99,paid,19.99,True
317,1,basic,9.99,paid,9.99,True
318,1,basic,9.99,paid,9.99,True
319,1,basic,9.99,paid,9.99,True
320,1,basic,9.99,paid,9.99,True
321,1,pro,19.99,paid,19.99,True
322,1,pro,19.99,paid,19.99,True
323,1,pro,19.99,paid,19.99,True
324,1,basic,9.99,paid,9.99,True
325,1,premium,29.99,paid,29.99,True
326,1,pro,19.99,paid,19.99,True
327,1,pro,19.99,paid,19.99,True
328,1,pro,19.99,paid,19.99,True
329,1,basic,9.99,paid,9.99,True
330,1,basic,9.99,paid,9.99,True
331,1,basic,9.99,paid,9.99,True
332,1,pro,19.99,paid,19.99,True
333,1,basic,9.99,paid,9.99,True
334,1,basic,9.99,paid,9.99,True
335,1,basic,9.99,paid,9.99,True
336,1,basic,9.99,paid,9.99,True
337,1,premium,29.99,paid,29.99,True
338,1,pro,19.99,paid,19.99,True
339,1,basic,9.99,paid,9.99,True
340,1,basic,9.99,paid,9.99,True
341,1,basic,9.99,paid,9.99,True
342,1,basic,9.99,paid,9.99,True
343,1,basic,9.99,paid,9.99,True
344,1,basic,9.99,paid,9.99,True
345,1,basic,9.99,paid,9.99,True
346,1,pro,19.99,paid,19.99,True
347,1,pro,19.99,paid,19.99,True
348,1,basic,9.99,paid,9.99,True
349,1,basic,9.99,paid,9.99,True
350,1,pro,19.99,paid,19.99,True
351,1,pro,19.99,paid,19.99,True
352,1,premium,29.99,paid,29.99,True
353,1,pro,19.99,paid,19.99,True
354,1,basic,9.99,paid,9.99,True
355,1,basic,9.99,paid,9.99,True
356,1,pro,19.99,paid,19.99,True
357,1,basic,9.99,paid,9.99,True
358,1,pro,19.99,paid,19.99,True
359,1,premium,29.99,paid,29.99,True
360,1,pro,19.99,paid,19.99,True
361,1,basic,9.99,paid,9.99,True
362,1,pro,19.99,paid,19.99,True
363,1,basic,9.99,paid,9.99,True
364,1,pro,19.99,paid,19.99,True
365,1,premium,29.99,paid,29.99,True
366,1,basic,9.99,paid,9.99,True
367,1,premium,29.99,paid,29.99,True
368,1,premium,29.99,paid,29.99,True
369,1,basic,9.99,paid,9.99,True
370,1,basic,9.99,paid,9.99,True
371,1,basic,9.99,paid,9.99,True
372,1,basic,9.99,paid,9.99,True
373,1,basic,9.99,paid,9.99,True
374,1,pro,19.99,paid,19.99,True
375,1,basic,9.99,paid,9.99,True
376,1,basic,9.99,paid,9.99,True
377,1,pro,19.99,paid,19.99,True
378,1,basic,9.99,paid,9.99,True
379,1,pro,19.99,paid,19.99,True
380,1,basic,9.99,paid,9.99,True
381,1,basic,9.99,paid,9.99,True
382,1,pro,19.99,paid,19.99,True
383,1,pro,19.99,paid,19.99,True
384,1,premium,29.99,paid,29.99,True
385,1,pro,19.99,paid,19.99,True
386,1,pro,19.99,paid,19.99,True
387,1,basic,9.99,paid,9.99,True
388,1,basic,9.99,paid,9.99,True
389,1,pro,19.99,paid,19.99,True
390,1,pro,19.99,paid,19.99,True
391,1,premium,29.99,paid,29.99,True
392,1,basic,9.99,paid,9.99,True
393,1,basic,9.99,paid,9.99,True
394,1,pro,19.99,paid,19.99,True
395,1,basic,9.99,paid,9.99,True
396,1,premium,29.99,paid,29.99,True
397,1,premium,29.99,paid,29.99,True
398,1,basic,9.99,paid,9.99,True
399,1,pro,19.99,paid,19.99,True
400,1,pro,19.99,paid,19.99,True
401,1,basic,9.99,paid,9.99,True
402,1,premium,29.99,paid,29.99,True
403,1,pro,19.99,paid,19.99,True
404,1,pro,19.99,paid,19.99,True
405,1,basic,9.99,paid,9.99,True
406,1,premium,29.99,paid,29.99,True
407,1,basic,9.99,paid,9.99,True
408,1,basic,9.99,paid,9.99,True
409,1,premium,29.99,paid,29.99,True
410,1,basic,9.99,paid,9.99,True
411,1,basic,9.99,paid,9.99,True
412,1,premium,29.99,paid,29.99,True
413,1,premium,29.99,paid,29.99,True
414,1,pro,19.99,paid,19.99,True
415,1,pro,19.99,paid,19.99,True
416,1,basic,9.99,paid,9.99,True
417,1,basic,9.99,paid,9.99,True
418,1,basic,9.99,paid,9.99,True
419,1,pro,19.99,paid,19.99,True
420,1,pro,19.99,paid,19.99,True
421,1,pro,19.99,paid,19.99,True
422,1,pro,19.99,paid,19.99,True
423,1,basic,9.99,paid,9.99,True
424,1,basic,9.99,paid,9.99,True
425,1,basic,9.99,paid,9.99,True
426,1,pro,19.99,paid,19.99,True
427,1,basic,9.99,paid,9.99,True
428,1,premium,29.99,paid,29.99,True
429,1,basic,9.99,paid,9.99,True
430,1,basic,9.99,paid,9.99,True
431,1,basic,9.99,paid,9.99,True
432,1,pro,19.99,paid,19.99,True
433,1,pro,19.99,paid,19.99,True
434,1,basic,9.99,paid,9.99,True
435,1,basic,9.99,paid,9.99,True
436,1,pro,19.99,paid,19.99,True
437,1,basic,9.99,paid,9.99,True
438,1,pro,19.99,paid,19.99,True
439,1,pro,19.99,paid,19.99,True
440,1,basic,9.99,paid,9.99,True
441,1,basic,9.99,paid,9.99,True
442,1,premium,29.99,paid,29.99,True
443,1,basic,9.99,paid,9.99,True
444,1,basic,9.99,paid,9.99,True
445,1,pro,19.99,paid,19.99,True
446,1,premium,29.99,paid,29.99,True
447,1,premium,29.99,paid,29.99,True
448,1,pro,19.99,paid,19.99,True
449,1,basic,9.99,paid,9.99,True
450,1,basic,9.99,paid,9.99,True
451,1,pro,19.99,paid,19.99,True
452,1,pro,19.99,paid,19.99,True
453,1,basic,9.99,paid,9.99,True
454,1,premium,29.99,paid,29.99,True
455,1,basic,9.99,paid,9.99,True
456,1,basic,9.99,paid,9.99,True
457,1,basic,9.99,paid,9.99,True
458,1,basic,9.99,paid,9.99,True
459,1,basic,9.99,paid,9.99,True
460,1,basic,9.99,paid,9.99,True
461,1,basic,9.99,paid,9.99,True
462,1,pro,19.99,paid,19.99,True
463,1,pro,19.99,paid,19.99,True
464,1,pro,19.99,paid,19.99,True
465,1,premium,29.99,paid,29.99,True
466,1,basic,9.99,paid,9.99,True
467,1,basic,9.99,paid,9.99,True
468,1,premium,29.99,paid,29.99,True
469,1,basic,9.99,paid,9.99,True
470,1,premium,29.99,paid,29.99,True
471,1,basic,9.99,paid,9.99,True
472,1,premium,29.99,paid,29.99,True
473,1,basic,9.99,paid,9.99,True
474,1,premium,29.99,paid,29.99,True
475,1,pro,19.99,paid,19.99,True
476,1,premium,29.99,paid,29.99,True
477,1,basic,9.99,paid,9.99,True
478,1,pro,19.99,paid,19.99,True
479,1,premium,29.99,paid,29.99,True
480,1,pro,19.99,paid,19.99,True
481,1,pro,19.99,paid,19.99,True
482,1,pro,19.99,paid,19.99,True
483,1,basic,9.99,paid,9.99,True
484,1,pro,19.99,paid,19.99,True
485,1,pro,19.99,paid,19.99,True
486,1,premium,29.99,paid,29.99,True
487,1,basic,9.99,paid,9.99,True
488,1,basic,9.99,paid,9.99,True
489,1,premium,29.99,paid,29.99,True
490,1,premium,29.99,paid,29.99,True
491,1,basic,9.99,paid,9.99,True
492,1,pro,19.99,paid,19.99,True
493,1,basic,9.99,paid,9.99,True
494,1,basic,9.99,paid,9.99,True
495,1,basic,9.99,paid,9.99,True
496,1,basic,9.99,paid,9.99,True
497,1,pro,19.99,paid,19.99,True
498,1,basic,9.99,paid,9.99,True
499,1,premium,29.99,paid,29.99,True
500,1,premium,29.99,paid,29.99,True
501,1,pro,19.99,paid,19.99,True
502,1,pro,19.99,paid,19.99,True
503,1,basic,9.99,paid,9.99,True
504,1,pro,19.99,paid,19.99,True
505,1,pro,19.99,paid,19.99,True
506,1,basic,9.99,paid,9.99,True
507,1,premium,29.99,paid,29.99,True
508,1,pro,19.99,paid,19.99,True
509,1,premium,29.99,paid,29.99,True
510,1,pro,19.99,paid,19.99,True
511,1,pro,19.99,paid,19.99,True
512,1,basic,9.99,paid,9.99,True
513,1,premium,29.99,paid,29.99,True
514,1,premium,29.99,paid,29.99,True
515,1,basic,9.99,paid,9.99,True
516,1,basic,9.99,paid,9.99,True
517,1,basic,9.99,paid,9.99,True
518,1,pro,19.99,paid,19.99,True
519,1,premium,29.99,paid,29.99,True
520,1,basic,9.99,paid,9.99,True
521,1,pro,19.99,paid,19.99,True
522,1,basic,9.99,paid,9.99,True
523,1,premium,29.99,paid,29.99,True
524,1,pro,19.99,paid,19.99,True
525,1,pro,19.99,paid,19.99,True
526,1,basic,9.99,paid,9.99,True
527,1,basic,9.99,paid,9.99,True
528,1,basic,9.99,paid,9.99,True
529,1,basic,9.99,paid,9.99,True
530,1,premium,29.99,paid,29.99,True
531,1,pro,19.99,paid,19.99,True
532,1,premium,29.99,paid,29.99,True
533,1,premium,29.99,paid,29.99,True
534,1,pro,19.99,paid,19.99,True
535,1,pro,19.99,paid,19.99,True
536,1,premium,29.99,paid,29.99,True
537,1,pro,19.99,paid,19.99,True
538,1,basic,9.99,paid,9.99,True
539,1,basic,9.99,paid,9.99,True
540,1,basic,9.99,paid,9.99,True
541,1,premium,29.99,paid,29.99,True
542,1,pro,19.99,paid,19.99,True
543,1,basic,9.99,paid,9.99,True
544,1,pro,19.99,paid,19.99,True
545,1,pro,19.99,paid,19.99,True
546,1,basic,9.99,paid,9.99,True
547,1,basic,9.99,paid,9.99,True
548,1,pro,19.99,paid,19.99,True
549,1,pro,19.99,paid,19.99,True
550,1,pro,19.99,paid,19.99,True
551,1,pro,19.99,paid,19.99,True
552,1,premium,29.99,paid,29.99,True
553,1,pro,19.99,paid,19.99,True
554,1,pro,19.99,paid,19.99,True
555,1,premium,29.99,paid,29.99,True
556,1,basic,9.99,paid,9.99,True
557,1,basic,9.99,paid,9.99,True
558,1,basic,9.99,paid,9.99,True
559,1,pro,19.99,paid,19.99,True
560,1,pro,19.99,paid,19.99,True
561,1,pro,19.99,paid,19.99,True
562,1,basic,9.99,paid,9.99,True
563,1,basic,9.99,paid,9.99,True
564,1,basic,9.99,paid,9.99,True
565,1,basic,9.99,paid,9.99,True
566,1,pro,19.99,paid,19.99,True
567,1,basic,9.99,paid,9.99,True
568,1,basic,9.99,paid,9.99,True
569,1,premium,29.99,paid,29.99,True
570,1,basic,9.99,paid,9.99,True
571,1,pro,19.99,paid,19.99,True
572,1,pro,19.99,paid,19.99,True
573,1,basic,9.99,paid,9.99,True
574,1,pro,19.99,paid,19.99,True
575,1,premium,29.99,paid,29.99,True
576,1,premium,29.99,paid,29.99,True
577,1,basic,9.99,paid,9.99,True
578,1,premium,29.99,paid,29.99,True
579,1,basic,9.99,paid,9.99,True
580,1,basic,9.99,paid,9.99,True
581,1,basic,9.99,paid,9.99,True
582,1,premium,29.99,paid,29.99,True
583,1,basic,9.99,paid,9.99,True
584,1,basic,9.99,paid,9.99,True
585,1,pro,19.99,paid,19.99,True
586,1,basic,9.99,paid,9.99,True
587,1,basic,9.99,paid,9.99,True
588,1,basic,9.99,paid,9.99,True
589,1,basic,9.99,paid,9.99,True
590,1,basic,9.99,paid,9.99,True
591,1,basic,9.99,paid,9.99,True
592,1,pro,19.99,paid,19.99,True
593,1,basic,9.99,paid,9.99,True
594,1,basic,9.99,paid,9.99,True
595,1,premium,29.99,paid,29.99,True
596,1,basic,9.99,paid,9.99,True
597,1,pro,19.99,paid,19.99,True
598,1,basic,9.99,paid,9.99,True
599,1,basic,9.99,paid,9.99,True
600,1,basic,9.99,paid,9.99,True
601,1,basic,9.99,paid,9.99,True
602,1,basic,9.99,paid,9.99,True
603,1,basic,9.99,paid,9.99,True
604,1,basic,9.99,paid,9.99,True
605,1,basic,9.99,paid,9.99,True
606,1,basic,9.99,paid,9.99,True
607,1,basic,9.99,paid,9.99,True
608,1,basic,9.99,paid,9.99,True
609,1,pro,19.99,paid,19.99,True
610,1,pro,19.99,paid,19.99,True
611,1,basic,9.99,paid,9.99,True
612,1,pro,19.99,paid,19.99,True
613,1,pro,19.99,paid,19.99,True
614,1,basic,9.99,paid,9.99,True
615,1,premium,29.99,paid,29.99,True
616,1,premium,29.99,paid,29.99,True
617,1,basic,9.99,paid,9.99,True
618,1,basic,9.99,paid,9.99,True
619,1,pro,19.99,paid,19.99,True
620,1,pro,19.99,paid,19.99,True
621,1,basic,9.99,paid,9.99,True
622,1,basic,9.99,paid,9.99,True
623,1,basic,9.99,paid,9.99,True
624,1,basic,9.99,paid,9.99,True
625,1,pro,19.99,paid,19.99,True
626,1,basic,9.99,paid,9.99,True
627,1,basic,9.99,paid,9.99,True
628,1,pro,19.99,paid,19.99,True
629,1,basic,9.99,paid,9.99,True
630,1,basic,9.99,paid,9.99,True
631,1,pro,19.99,paid,19.99,True
632,1,premium,29.99,paid,29.99,True
633,1,pro,19.99,paid,19.99,True
634,1,pro,19.99,paid,19.99,True
635,1,basic,9.99,paid,9.99,True
636,1,basic,9.99,paid,9.99,True
637,1,pro,19.99,paid,19.99,True
638,1,basic,9.99,paid,9.99,True
639,1,basic,9.99,paid,9.99,True
640,1,basic,9.99,paid,9.99,True
641,1,basic,9.99,paid,9.99,True
642,1,basic,9.99,paid,9.99,True
643,1,basic,9.99,paid,9.99,True
644,1,basic,9.99,paid,9.99,True
645,1,basic,9.99,paid,9.99,True
646,1,premium,29.99,paid,29.99,True
647,1,pro,19.99,paid,19.99,True
648,1,pro,19.99,paid,19.99,True
649,1,pro,19.99,paid,19.99,True
650,1,basic,9.99,paid,9.99,True
651,1,basic,9.99,paid,9.99,True
652,1,pro,19.99,paid,19.99,True
653,1,pro,19.99,paid,19.99,True
654,1,pro,19.99,paid,19.99,True
655,1,basic,9.99,paid,9.99,True
656,1,basic,9.99,paid,9.99,True
657,1,basic,9.99,paid,9.99,True
658,1,basic,9.99,paid,9.99,True
659,1,pro,19.99,paid,19.99,True
660,1,pro,19.99,paid,19.99,True
661,1,basic,9.99,paid,9.99,True
662,1,premium,29.99,paid,29.99,True
663,1,pro,19.99,paid,19.99,True
664,1,basic,9.99,paid,9.99,True
665,1,basic,9.99,paid,9.99,True
666,1,basic,9.99,paid,9.99,True
667,1,basic,9.99,paid,9.99,True
668,1,basic,9.99,paid,9.99,True
669,1,basic,9.99,paid,9.99,True
670,1,basic,9.99,paid,9.99,True
671,1,basic,9.99,paid,9.99,True
672,1,premium,29.99,paid,29.99,True
673,1,basic,9.99,paid,9.99,True
674,1,pro,19.99,paid,19.99,True
675,1,basic,9.99,paid,9.99,True
676,1,premium,29.99,paid,29.99,True
677,1,basic,9.99,paid,9.99,True
678,1,basic,9.99,paid,9.99,True
679,1,premium,29.99,paid,29.99,True
680,1,premium,29.99,paid,29.99,True
681,1,pro,19.99,paid,19.99,True
682,1,basic,9.99,paid,9.99,True
683,1,basic,9.99,paid,9.99,True
684,1,pro,19.99,paid,19.99,True
685,1,premium,29.99,paid,29.99,True
686,1,pro,19.99,paid,19.99,True
687,1,pro,19.99,paid,19.99,True
688,1,basic,9.99,paid,9.99,True
689,1,pro,19.99,paid,19.99,True
690,1,basic,9.99,paid,9.99,True
691,1,basic,9.99,paid,9.99,True
692,1,basic,9.99,paid,9.99,True
693,1,pro,19.99,paid,19.99,True
694,1,basic,9.99,paid,9.99,True
695,1,basic,9.99,paid,9.99,True
696,1,pro,19.99,paid,19.99,True
697,1,basic,9.99,paid,9.99,True
